s15_kw,s16_kw,s1_kw
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.675,1.787,0.11
3.476,3.707,0.23
7.48,7.979,0.5
10.102,10.775,0.67
11.986,12.785,0.8
13.69,14.602,0.91
13.734,14.651,0.92
10.915,11.643,0.73
6.988,7.454,0.47
3.929,4.191,0.26
2.454,2.618,0.16
0.545,0.581,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.36,0.384,0.02
1.357,1.448,0.09
0.94,1.003,0.06
2.839,3.028,0.19
1.309,1.396,0.09
0.66,0.704,0.04
0.785,0.837,0.05
0.822,0.876,0.05
0.782,0.835,0.05
1.212,1.293,0.08
0.312,0.333,0.02
0.079,0.085,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.502,0.536,0.03
1.297,1.383,0.09
2.642,2.817,0.18
3.24,3.455,0.22
3.828,4.083,0.26
0.871,0.929,0.06
1.177,1.256,0.08
2.066,2.205,0.14
1.798,1.918,0.12
1.173,1.252,0.08
0.955,1.019,0.06
0.267,0.285,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.241,1.324,0.08
2.033,2.168,0.14
5.186,5.531,0.35
6.52,6.955,0.44
7.254,7.738,0.48
8.17,8.715,0.55
9.976,10.641,0.67
8.51,9.077,0.57
7.32,7.809,0.49
3.125,3.333,0.21
2.107,2.247,0.14
0.681,0.727,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.517,0.55,0.03
3.452,3.681,0.23
4.328,4.616,0.29
2.848,3.039,0.19
5.544,5.914,0.37
5.959,6.357,0.4
5.973,6.372,0.4
4.574,4.879,0.31
1.734,1.849,0.12
1.481,1.579,0.1
1.549,1.653,0.1
0.155,0.165,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.946,2.075,0.13
5.152,5.495,0.34
8.832,9.421,0.59
9.549,10.187,0.64
11.969,12.768,0.8
13.342,14.232,0.89
12.673,13.519,0.85
10.821,11.541,0.72
7.678,8.19,0.51
6.247,6.664,0.42
3.059,3.263,0.2
0.41,0.437,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.313,2.467,0.15
4.392,4.684,0.29
5.85,6.24,0.39
7.134,7.61,0.48
8.433,8.995,0.56
8.493,9.059,0.57
9.77,10.422,0.65
8.788,9.374,0.59
8.604,9.178,0.57
6.298,6.717,0.42
2.727,2.909,0.18
0.569,0.608,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.314,1.402,0.09
1.038,1.108,0.07
2.205,2.351,0.15
1.21,1.291,0.08
2.631,2.806,0.18
2.981,3.179,0.2
8.82,9.407,0.59
6.727,7.175,0.45
3.586,3.826,0.24
1.967,2.098,0.13
1.956,2.087,0.13
0.514,0.548,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.282,2.435,0.15
4.712,5.026,0.31
8.177,8.723,0.55
10.672,11.383,0.71
10.534,11.236,0.7
12.347,13.171,0.82
11.297,12.05,0.75
10.482,11.181,0.7
8.229,8.777,0.55
6.536,6.972,0.44
3.698,3.943,0.25
0.588,0.628,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.654,1.764,0.11
3.329,3.552,0.22
6.136,6.545,0.41
10.157,10.834,0.68
12.31,13.131,0.82
10.059,10.73,0.67
9.268,9.886,0.62
10.685,11.398,0.71
9.995,10.66,0.67
6.801,7.254,0.45
3.175,3.388,0.21
0.741,0.791,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.674,1.785,0.11
2.546,2.717,0.17
6.703,7.149,0.45
5.482,5.848,0.37
9.636,10.279,0.64
9.757,10.407,0.65
11.089,11.829,0.74
8.009,8.542,0.53
4.386,4.678,0.29
3.161,3.371,0.21
0.684,0.728,0.04
0.109,0.117,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.493,1.592,0.1
2.539,2.708,0.17
4.585,4.89,0.31
7.341,7.831,0.49
8.827,9.415,0.59
11.489,12.256,0.77
8.107,8.647,0.54
2.983,3.182,0.2
4.746,5.062,0.32
4.977,5.309,0.33
3.817,4.071,0.25
0.622,0.664,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.776,1.894,0.12
4.422,4.717,0.3
6.864,7.321,0.46
5.962,6.359,0.4
9.566,10.204,0.64
7.169,7.647,0.48
11.638,12.413,0.78
10.893,11.619,0.73
9.474,10.106,0.63
5.853,6.244,0.39
2.075,2.213,0.14
0.406,0.433,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.141,0.151,0.01
0.4,0.427,0.03
0.068,0.073,0.01
0.524,0.559,0.04
1.839,1.963,0.12
1.265,1.349,0.08
1.882,2.008,0.13
0.945,1.008,0.06
0.369,0.394,0.03
1.275,1.361,0.09
0.537,0.573,0.04
0.107,0.115,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.593,0.632,0.04
1.936,2.065,0.13
3.864,4.121,0.26
4.139,4.414,0.28
6.829,7.284,0.46
3.481,3.714,0.23
6.938,7.401,0.46
5.575,5.947,0.37
3.59,3.83,0.24
1.604,1.711,0.11
1.183,1.263,0.08
0.207,0.22,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.112,0.118,0.01
0.369,0.392,0.02
0.597,0.637,0.04
1.157,1.234,0.08
0.853,0.909,0.06
1.302,1.389,0.09
0.603,0.644,0.04
1.1,1.174,0.07
1.984,2.116,0.13
0.987,1.053,0.07
0.482,0.514,0.03
0.068,0.072,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.845,1.968,0.12
5.052,5.388,0.34
7.569,8.073,0.5
7.984,8.515,0.53
8.351,8.908,0.56
10.052,10.722,0.67
10.295,10.98,0.69
10.469,11.167,0.7
8.432,8.993,0.56
5.665,6.042,0.38
2.517,2.685,0.17
0.834,0.888,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.433,1.528,0.1
5.198,5.544,0.35
8.048,8.585,0.54
10.68,11.391,0.71
9.629,10.271,0.64
10.724,11.44,0.72
12.925,13.786,0.86
8.734,9.317,0.58
9.017,9.619,0.6
6.067,6.471,0.4
3.103,3.309,0.21
0.801,0.854,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.225,2.374,0.15
5.293,5.645,0.35
8.507,9.074,0.57
9.383,10.008,0.63
9.015,9.616,0.6
7.462,7.96,0.5
9.034,9.637,0.6
8.771,9.355,0.58
7.876,8.402,0.53
5.383,5.742,0.36
2.743,2.926,0.18
0.46,0.49,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.622,1.73,0.11
4.472,4.77,0.3
7.288,7.773,0.49
9.43,10.058,0.63
10.262,10.947,0.69
13.392,14.286,0.89
13.416,14.311,0.9
12.381,13.206,0.83
9.718,10.366,0.65
7.049,7.519,0.47
3.369,3.594,0.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.786,0.84,0.05
3.977,4.241,0.26
6.95,7.413,0.46
10.863,11.587,0.72
10.14,10.816,0.68
12.972,13.837,0.87
12.659,13.502,0.84
10.026,10.695,0.67
6.756,7.206,0.45
4.637,4.946,0.31
1.486,1.584,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.998,1.064,0.07
2.397,2.557,0.16
5.531,5.899,0.37
11.068,11.806,0.74
9.777,10.428,0.65
10.522,11.224,0.7
10.583,11.288,0.71
11.483,12.249,0.77
5.314,5.669,0.36
4.765,5.082,0.32
1.506,1.606,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.327,1.416,0.09
3.408,3.635,0.23
4.634,4.942,0.31
9.337,9.96,0.62
10.222,10.903,0.68
4.57,4.874,0.3
8.132,8.674,0.54
8.504,9.071,0.57
4.93,5.258,0.33
3.531,3.765,0.23
2.648,2.824,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.27,2.421,0.15
5.272,5.623,0.35
6.823,7.278,0.46
10.24,10.924,0.68
7.664,8.174,0.51
8.815,9.403,0.59
10.896,11.622,0.73
9.642,10.285,0.64
9.645,10.289,0.64
6.84,7.296,0.46
3.448,3.678,0.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.971,1.036,0.07
3.224,3.44,0.22
7.011,7.479,0.47
10.175,10.853,0.68
11.5,12.268,0.77
12.78,13.631,0.85
11.841,12.63,0.79
9.22,9.835,0.62
8.395,8.954,0.56
5.034,5.37,0.34
1.476,1.576,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.296,1.383,0.09
4.246,4.529,0.28
7.817,8.339,0.52
9.799,10.452,0.65
10.114,10.788,0.67
9.893,10.552,0.66
8.731,9.314,0.58
6.911,7.372,0.46
5.525,5.893,0.37
4.414,4.709,0.3
2.16,2.304,0.14
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.257,1.341,0.08
5.069,5.408,0.34
7.243,7.726,0.48
6.65,7.094,0.44
6.171,6.582,0.41
8.909,9.503,0.59
12.86,13.717,0.86
10.91,11.637,0.73
9.897,10.557,0.66
6.767,7.218,0.45
2.455,2.619,0.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.628,0.67,0.04
1.977,2.108,0.13
1.366,1.458,0.09
4.08,4.352,0.27
2.78,2.966,0.19
4.327,4.615,0.29
2.065,2.203,0.14
3.245,3.461,0.22
2.787,2.973,0.19
1.585,1.692,0.11
1.3,1.387,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.792,0.845,0.05
2.374,2.533,0.16
3.236,3.452,0.22
6.482,6.915,0.43
8.068,8.605,0.54
8.32,8.875,0.56
11.922,12.716,0.79
8.921,9.516,0.6
3.63,3.872,0.24
3.737,3.986,0.25
1.754,1.87,0.12
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.264,2.416,0.15
5.804,6.192,0.39
8.616,9.19,0.57
11.862,12.652,0.79
11.44,12.203,0.76
13.143,14.019,0.88
12.927,13.789,0.86
11.388,12.147,0.76
8.084,8.623,0.54
6.055,6.459,0.4
3.236,3.451,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.316,2.47,0.15
5.079,5.419,0.34
5.144,5.486,0.34
5.847,6.238,0.39
8.216,8.764,0.55
5.34,5.697,0.36
5.085,5.425,0.34
4.951,5.282,0.33
5.914,6.308,0.39
4.754,5.071,0.32
1.206,1.287,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.172,1.251,0.08
2.563,2.734,0.17
4.164,4.442,0.28
6.829,7.284,0.46
7.403,7.897,0.49
8.958,9.555,0.6
6.363,6.786,0.42
7.808,8.328,0.52
6.172,6.584,0.41
6.082,6.487,0.41
3.419,3.648,0.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.094,2.234,0.14
5.366,5.724,0.36
8.349,8.906,0.56
11.043,11.779,0.74
11.784,12.569,0.79
13.269,14.153,0.88
12.539,13.375,0.84
9.466,10.097,0.63
7.048,7.518,0.47
5.95,6.347,0.4
3.06,3.265,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.983,1.047,0.06
1.812,1.933,0.12
1.389,1.483,0.09
4.353,4.643,0.29
3.042,3.245,0.2
2.291,2.444,0.15
7.182,7.661,0.48
9.135,9.745,0.61
5.277,5.63,0.35
4.716,5.032,0.32
2.452,2.616,0.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.3,2.453,0.15
3.82,4.074,0.25
3.407,3.633,0.23
6.553,6.989,0.44
9.385,10.011,0.63
11.769,12.554,0.79
11.159,11.903,0.74
8.199,8.747,0.55
8.071,8.609,0.54
4.617,4.926,0.31
2.682,2.86,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.772,1.89,0.12
5.858,6.25,0.39
8.48,9.045,0.57
10.489,11.188,0.7
10.961,11.692,0.73
12.057,12.86,0.8
10.322,11.009,0.69
8.533,9.102,0.57
6.907,7.368,0.46
5.036,5.371,0.34
1.774,1.892,0.12
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.656,1.765,0.11
4.959,5.29,0.33
8.129,8.671,0.54
11.12,11.862,0.74
12.162,12.972,0.81
11.873,12.666,0.79
11.438,12.2,0.76
9.99,10.656,0.67
8.377,8.935,0.56
6.399,6.826,0.43
3.304,3.525,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.771,1.888,0.12
5.044,5.38,0.34
6.778,7.23,0.45
8.661,9.238,0.58
10.218,10.9,0.68
11.25,11.999,0.75
8.163,8.708,0.55
6.843,7.299,0.46
6.822,7.278,0.46
4.905,5.232,0.33
1.903,2.029,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.987,2.119,0.13
3.798,4.051,0.25
5.636,6.013,0.38
9.191,9.804,0.61
11.818,12.606,0.79
11.81,12.598,0.79
7.98,8.512,0.53
10.719,11.433,0.71
8.63,9.205,0.58
6.634,7.075,0.44
3.103,3.31,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.592,1.698,0.11
4.219,4.5,0.28
7.561,8.065,0.5
11.211,11.958,0.75
11.551,12.321,0.77
13.172,14.051,0.88
11.507,12.274,0.77
10.725,11.44,0.72
6.994,7.461,0.47
4.604,4.911,0.31
1.678,1.791,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.985,2.117,0.13
4.77,5.089,0.32
8.938,9.535,0.6
11.404,12.165,0.76
10.533,11.234,0.7
8.882,9.474,0.59
8.224,8.771,0.55
8.822,9.411,0.59
8.06,8.597,0.54
5.756,6.14,0.38
2.299,2.453,0.15
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.291,1.377,0.09
3.797,4.05,0.25
6.205,6.618,0.41
10.915,11.643,0.73
12.591,13.431,0.84
9.055,9.658,0.6
8.63,9.206,0.58
9.127,9.736,0.61
6.406,6.833,0.43
5.554,5.925,0.37
2.718,2.899,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.098,2.239,0.14
6.051,6.455,0.4
8.875,9.467,0.59
10.23,10.911,0.68
12.159,12.969,0.81
13.248,14.132,0.88
12.44,13.269,0.83
10.827,11.55,0.72
7.931,8.46,0.53
5.983,6.382,0.4
2.913,3.108,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.516,0.551,0.04
2.469,2.634,0.17
5.13,5.472,0.34
8.471,9.037,0.57
11.812,12.599,0.79
12.42,13.248,0.83
9.174,9.785,0.61
11.844,12.635,0.79
7.9,8.427,0.53
3.112,3.32,0.21
0.635,0.677,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.251,2.401,0.15
4.265,4.549,0.28
6.119,6.527,0.41
8.402,8.961,0.56
9.652,10.295,0.64
10.641,11.351,0.71
9.185,9.798,0.61
7.253,7.737,0.48
5.786,6.171,0.39
4.186,4.466,0.28
1.404,1.497,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.012,0.013,0
0.782,0.835,0.05
1.33,1.42,0.09
4.606,4.913,0.31
8.271,8.823,0.55
6.192,6.605,0.41
5.526,5.894,0.37
3.405,3.631,0.23
4.815,5.135,0.32
2.008,2.142,0.13
0.224,0.239,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.52,0.555,0.04
2.053,2.19,0.14
5.132,5.474,0.34
9.181,9.794,0.61
8.312,8.867,0.56
9.473,10.106,0.63
9.083,9.689,0.61
5.705,6.085,0.38
3.306,3.527,0.22
3.657,3.901,0.24
0.693,0.739,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.431,0.459,0.03
0.791,0.843,0.05
5.594,5.967,0.37
4.13,4.406,0.28
4.411,4.705,0.29
1.992,2.124,0.13
4.453,4.751,0.3
4.771,5.089,0.32
1.973,2.105,0.13
1.046,1.115,0.07
0.831,0.886,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.843,1.966,0.12
5.7,6.079,0.38
8.083,8.622,0.54
12.307,13.128,0.82
12.864,13.723,0.86
9.251,9.868,0.62
9.998,10.665,0.67
8.706,9.287,0.58
7.771,8.289,0.52
5.277,5.629,0.35
2.157,2.301,0.14
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.555,0.591,0.04
3.945,4.208,0.26
7.515,8.016,0.5
10.032,10.701,0.67
12.761,13.611,0.85
10.158,10.834,0.68
8.032,8.568,0.54
9.108,9.716,0.61
10.177,10.855,0.68
7.04,7.51,0.47
2.82,3.008,0.19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.595,1.702,0.11
5.171,5.515,0.34
9.392,10.017,0.63
11.696,12.476,0.78
14.098,15.037,0.94
13.646,14.556,0.91
13.515,14.416,0.9
12.885,13.744,0.86
9.507,10.14,0.63
6.906,7.367,0.46
3.49,3.722,0.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.016,2.149,0.13
3.983,4.248,0.27
5.508,5.875,0.37
9.633,10.276,0.64
11.634,12.409,0.78
7.965,8.496,0.53
12.946,13.809,0.86
9.549,10.185,0.64
9.371,9.996,0.63
6.228,6.643,0.42
2.92,3.116,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.465,2.631,0.17
3.626,3.868,0.24
2.278,2.43,0.15
4.063,4.334,0.27
7.39,7.883,0.49
3.928,4.19,0.26
7.159,7.636,0.48
6.627,7.069,0.44
8.878,9.469,0.59
3.489,3.721,0.23
1.323,1.411,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.172,2.316,0.14
2.874,3.064,0.19
4.1,4.374,0.27
4.926,5.254,0.33
11.017,11.751,0.73
12.28,13.099,0.82
12.918,13.779,0.86
11.806,12.593,0.79
5.187,5.532,0.35
4.496,4.796,0.3
2.427,2.589,0.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.732,0.781,0.05
1.796,1.916,0.12
2.658,2.836,0.18
5.312,5.667,0.36
10.839,11.561,0.72
13.127,14.002,0.88
6.947,7.41,0.46
4.335,4.625,0.29
5.535,5.904,0.37
4.175,4.452,0.28
1.55,1.654,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.135,2.277,0.14
1.612,1.72,0.11
3.745,3.996,0.25
1.794,1.913,0.12
1.158,1.235,0.08
0.932,0.995,0.06
1.743,1.86,0.12
3.532,3.768,0.24
1.141,1.217,0.08
0.122,0.13,0.01
0.023,0.025,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.951,2.082,0.13
2.447,2.609,0.16
5.274,5.627,0.35
4.212,4.494,0.28
5.922,6.317,0.4
6.775,7.226,0.45
4.606,4.913,0.31
3.154,3.364,0.21
1.181,1.261,0.08
0.931,0.994,0.06
0.757,0.806,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.083,1.154,0.07
4.225,4.508,0.28
7.743,8.258,0.52
9.711,10.358,0.65
12.247,13.064,0.82
14.967,15.964,1
14.696,15.677,0.98
11.915,12.709,0.79
9.807,10.461,0.65
6.691,7.138,0.45
2.709,2.889,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.299,1.386,0.09
5.431,5.794,0.36
9.447,10.077,0.63
10.362,11.053,0.69
11.696,12.476,0.78
13.866,14.789,0.92
10.786,11.505,0.72
8.816,9.403,0.59
8.412,8.973,0.56
6.433,6.862,0.43
2.322,2.476,0.15
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.568,1.672,0.1
1.872,1.997,0.13
3.32,3.541,0.22
2.172,2.316,0.14
2.462,2.626,0.16
5.496,5.861,0.37
9.958,10.622,0.66
9.588,10.227,0.64
5.724,6.105,0.38
3.911,4.172,0.26
2.927,3.122,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.015,2.15,0.14
5.529,5.897,0.37
8.75,9.333,0.58
10.369,11.06,0.69
12.81,13.663,0.85
14.509,15.476,0.97
12.942,13.805,0.86
13.189,14.068,0.88
10.277,10.963,0.69
6.929,7.391,0.46
3.226,3.441,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.19,1.27,0.08
5.353,5.71,0.36
9.067,9.672,0.61
11.746,12.53,0.78
11.331,12.087,0.76
14.89,15.883,0.99
14.645,15.621,0.98
13.165,14.042,0.88
10.517,11.218,0.7
6.58,7.018,0.44
3.107,3.314,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.458,1.555,0.1
5.771,6.157,0.39
9.272,9.89,0.62
10.413,11.107,0.69
11.922,12.717,0.8
12.193,13.007,0.81
12.071,12.875,0.8
9.787,10.439,0.65
8.625,9.199,0.57
5.893,6.285,0.39
3.154,3.363,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.76,2.944,0.18
4.363,4.655,0.29
5.595,5.968,0.37
6.053,6.456,0.4
7.312,7.8,0.49
11.672,12.451,0.78
11.259,12.01,0.75
7.995,8.529,0.53
6.097,6.503,0.41
4.884,5.211,0.33
2.475,2.64,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.971,1.036,0.07
4.306,4.594,0.29
5.59,5.963,0.37
10.024,10.692,0.67
11.851,12.641,0.79
11.602,12.374,0.77
10.396,11.088,0.69
7.058,7.528,0.47
6.352,6.776,0.42
4.786,5.106,0.32
1.921,2.049,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.969,2.1,0.13
2.962,3.159,0.2
1.568,1.673,0.11
3.91,4.171,0.26
3.989,4.255,0.27
0.773,0.824,0.05
5.704,6.085,0.38
2.537,2.705,0.17
2.074,2.212,0.14
0.465,0.495,0.03
0.227,0.242,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
